,Date,Close,Volume
109,734108,6.46999979019165,10035000
110,734109,6.297999858856201,5800500
111,734112,6.061999797821045,6372000
112,734113,6.311999797821045,6556500
113,734114,6.473999977111816,3300000
114,734115,6.409999847412109,2030000
115,734116,6.303999900817871,2147000
116,734119,6.110000133514404,2052000
117,734120,5.705999851226807,8828500
118,734121,5.920000076293945,3714500
119,734122,6.1620001792907715,3950500
120,734123,6.271999835968018,4065000
121,734126,6.340000152587891,2617000
122,734127,6.452000141143799,3888500
123,734128,6.526000022888184,4166500
124,734129,6.01800012588501,7763000
125,734133,5.110000133514404,46509500
126,734134,5.2820000648498535,20281500
127,734135,5.546000003814697,16596000
128,734136,5.300000190734863,10205500
129,734137,5.326000213623047,7089500
130,734140,5.323999881744385,6415000
131,734141,5.334000110626221,5937000
132,734142,5.366000175476074,7233500
133,734143,5.576000213623047,10306000
134,734144,5.6479997634887695,11239500
135,734147,5.690000057220459,6713500
136,734148,5.392000198364258,8551000
137,734149,5.392000198364258,4822000
138,734150,5.24399995803833,3618000
139,734151,5.150000095367432,5960000
140,734155,5.127999782562256,8108500
141,734156,4.806000232696533,11857500
142,734157,4.52400016784668,11399500
143,734158,4.607999801635742,6085000
144,734161,4.8979997634887695,8225500
145,734162,4.935999870300293,6357500
146,734163,4.949999809265137,5399500
147,734164,4.984000205993652,4478500
148,734165,4.802000045776367,5242000
149,734168,4.820000171661377,4151500
150,734169,4.7820000648498535,3539000
151,734170,4.788000106811523,2847500
152,734171,4.72599983215332,2560000
153,734172,4.691999912261963,2720000
154,734175,4.613999843597412,4475500
155,734176,4.8979997634887695,17524500
156,734177,4.642000198364258,13178000
157,734178,4.644000053405762,4180500
158,734179,4.650000095367432,3172500
159,734182,4.616000175476074,6415500
160,734183,4.567999839782715,4768500
161,734184,4.946000099182129,20575500
162,734185,4.71999979019165,13092000
163,734186,4.636000156402588,11853500
164,734190,4.374000072479248,10323000
165,734191,4.366000175476074,8028000
166,734192,4.50600004196167,5276500
167,734193,4.7220001220703125,6731500
168,734196,4.7779998779296875,5256000
169,734197,4.788000106811523,5532000
170,734198,4.803999900817871,3316500
171,734199,4.872000217437744,3201000
172,734200,4.989999771118164,7900500
173,734203,4.98799991607666,10168000
174,734204,4.932000160217285,6999500
175,734205,4.943999767303467,4624000
176,734206,4.802000045776367,5085000
177,734207,4.814000129699707,4654000
178,734210,4.650000095367432,5830000
179,734211,4.590000152587891,6594000
180,734212,4.564000129699707,5848500
181,734213,4.561999797821045,4613000
182,734214,4.5920000076293945,3439500
183,734217,4.546000003814697,2058500
184,734218,4.438000202178955,2914500
185,734219,4.441999912261963,2114000
186,734220,4.466000080108643,2311000
187,734221,4.550000190734863,2840000
188,734224,4.650000095367432,5290500
189,734225,4.783999919891357,3777000
190,734226,4.742000102996826,6116500
191,734227,5.550000190734863,57589000
192,734228,5.331999778747559,14324000
193,734231,5.165999889373779,13046500
194,734232,5.340000152587891,15904500
195,734233,5.297999858856201,6441500
196,734234,5.447999954223633,14051500
197,734235,5.297999858856201,9732000
198,734238,5.053999900817871,6847000
199,734239,4.929999828338623,6787000
200,734240,4.986000061035156,6057500
201,734241,5.0279998779296875,4917000
202,734242,5.116000175476074,4717500
203,734245,5.00600004196167,5169500
204,734246,5.0320000648498535,2743500
205,734247,5.150000095367432,4186000
206,734248,5.3480000495910645,6930500
207,734252,5.2779998779296875,4004500
208,734253,5.386000156402588,7000000
209,734254,5.415999889373779,4984500
210,734255,5.5320000648498535,8000000
211,734256,5.519999980926514,3630000
212,734259,5.489999771118164,3923000
213,734260,5.374000072479248,4569500
214,734261,5.3379998207092285,5222500
215,734262,5.288000106811523,6092500
216,734263,5.423999786376953,4908500
217,734266,5.581999778747559,4582000
218,734267,5.665999889373779,7676500
219,734268,5.414000034332275,4812500
220,734269,5.533999919891357,3140000
221,734270,5.510000228881836,3307500
222,734273,5.320000171661377,3778500
223,734274,5.191999912261963,6171000
224,734275,5.269999980926514,3647500
225,734276,5.639999866485596,13275500
226,734277,5.593999862670898,4212500
227,734280,5.363999843597412,4318000
228,734281,5.343999862670898,3068500
229,734282,5.796000003814697,23465500
230,734283,5.895999908447266,16684500
231,734284,5.909999847412109,8435500
232,734288,6.0279998779296875,16452500
233,734289,5.703999996185303,7649500
234,734290,5.751999855041504,4931500
235,734291,6.026000022888184,31046000
236,734294,5.739999771118164,11655500
237,734295,5.673999786376953,6110500
238,734296,5.423999786376953,8479500
239,734297,5.52400016784668,8016000
240,734298,5.572000026702881,7833000
241,734301,5.685999870300293,8567000
242,734302,5.71999979019165,7867000
243,734303,5.464000225067139,6725000
244,734304,5.300000190734863,9211000
245,734305,5.300000190734863,8570000
246,734308,5.202000141143799,7689000
247,734309,5.50600004196167,7480000
248,734310,5.441999912261963,7378000
249,734311,5.541999816894531,5850000
250,734312,5.513999938964844,18042500
251,734315,5.492000102996826,9047000
252,734316,5.622000217437744,4446000
253,734317,5.6579999923706055,7309000
254,734318,5.826000213623047,4733500
255,734319,5.803999900817871,4274500
256,734323,5.828000068664551,4980000
257,734324,5.791999816894531,4634500
258,734325,5.946000099182129,6639500
259,734326,5.76200008392334,6203000
260,734329,5.670000076293945,4879000
261,734330,5.633999824523926,5227000
262,734331,5.728000164031982,5330000
263,734332,5.521999835968018,5795000
264,734333,5.515999794006348,3545000
265,734336,5.446000099182129,4259500
266,734337,5.578000068664551,5130500
267,734338,5.73799991607666,15241500
268,734339,5.739999771118164,5057500
269,734340,5.857999801635742,2917500
270,734343,5.697999954223633,3366500
271,734344,5.599999904632568,3803000
272,734345,5.5279998779296875,4792500
273,734346,5.633999824523926,4693500
274,734347,5.633999824523926,4741000
275,734350,5.754000186920166,5824500
276,734351,5.4679999351501465,7747000
277,734352,5.440000057220459,8972500
278,734353,4.949999809265137,15322500
279,734354,4.8480000495910645,9822000
280,734357,4.728000164031982,13042500
281,734358,5.01200008392334,6667000
282,734359,4.763999938964844,7821000
283,734360,5.059999942779541,4182500
284,734361,5.26200008392334,5045500
285,734364,5.245999813079834,3693000
286,734365,5.21999979019165,2688500
287,734366,5.165999889373779,3218500
288,734367,4.8520002365112305,5283000
289,734368,4.460000038146973,6876500
290,734371,4.389999866485596,4930500
291,734372,4.5920000076293945,4345000
292,734373,4.77400016784668,3421500
293,734374,4.622000217437744,3399000
294,734375,4.745999813079834,3809000
295,734378,4.941999912261963,4017000
296,734379,4.926000118255615,1831000
297,734380,4.947999954223633,4119000
298,734381,4.800000190734863,4240500
299,734382,4.613999843597412,3849500
300,734386,4.5879998207092285,4049000
301,734387,4.76800012588501,2296000
302,734388,4.7220001220703125,2528500
303,734389,4.593999862670898,3346500
304,734392,4.576000213623047,2833000
305,734393,4.815999984741211,3632500
306,734394,4.868000030517578,4154000
307,734395,4.964000225067139,2813000
308,734396,5.159999847412109,7085500
309,734399,5.1539998054504395,5787000
310,734400,5.202000141143799,5902000
311,734401,5.170000076293945,4938000
312,734402,5.125999927520752,3879000
313,734403,5.276000022888184,5782000
314,734406,5.104000091552734,4674000
315,734407,5.23799991607666,3372500
316,734408,4.918000221252441,3616500
317,734409,4.823999881744385,4648000
318,734410,4.877999782562256,6680500
319,734413,4.745999813079834,5116000
320,734414,4.73199987411499,6001500
321,734415,5.073999881744385,6147500
322,734416,5.392000198364258,8845500
323,734417,5.3979997634887695,6558000
324,734420,5.576000213623047,4617500
325,734421,5.521999835968018,2878500
326,734422,5.559999942779541,5617000
327,734423,5.5879998207092285,5217500
328,734424,5.610000133514404,7002500
329,734427,5.484000205993652,3772500
330,734428,5.668000221252441,4998500
331,734429,5.513999938964844,3964500
332,734430,5.4679999351501465,4998500
333,734431,5.605999946594238,5713000
334,734434,5.710000038146973,4703000
335,734435,5.650000095367432,3272000
336,734436,5.5960001945495605,2552500
337,734437,5.751999855041504,4347000
338,734438,5.973999977111816,6320000
339,734441,5.874000072479248,5670000
340,734442,5.776000022888184,3176000
341,734443,5.742000102996826,4376500
342,734444,6.492000102996826,12548500
343,734445,6.461999893188477,15164500
344,734448,6.254000186920166,6331500
345,734449,6.368000030517578,5839500
346,734450,6.176000118255615,4768500
347,734451,6.265999794006348,3736500
348,734452,6.728000164031982,19341500
349,734455,6.644000053405762,6628500
350,734456,6.785999774932861,4455000
351,734457,6.98799991607666,9166000
352,734458,6.736000061035156,6746500
353,734459,6.519999980926514,4514000
354,734462,6.3520002365112305,5158000
355,734463,6.414000034332275,3663000
356,734464,6.289999961853027,2259000
357,734466,6.331999778747559,1198000
358,734469,6.51200008392334,3406000
359,734470,6.349999904632568,2955500
360,734471,6.547999858856201,3801500
361,734472,6.519999980926514,5151000
362,734473,6.659999847412109,4014000
363,734476,6.883999824523926,5800500
364,734477,6.973999977111816,4759000
365,734478,6.8379998207092285,3371500
366,734479,6.177999973297119,16529000
367,734480,6.208000183105469,6197500
368,734483,6.081999778747559,3793500
369,734484,5.889999866485596,4970500
370,734485,5.705999851226807,5819500
371,734486,5.723999977111816,3501500
372,734487,5.599999904632568,5148500
373,734490,5.550000190734863,4935000
374,734491,5.579999923706055,4216500
375,734492,5.513999938964844,8527500
376,734493,5.553999900817871,5047000
377,734494,5.579999923706055,2957000
378,734498,5.714000225067139,3887500
379,734499,5.702000141143799,2876000
380,734500,5.745999813079834,2441000
381,734501,5.711999893188477,1699000
382,734505,5.616000175476074,4640500
383,734506,5.541999816894531,3150500
384,734507,5.423999786376953,5027500
385,734508,5.381999969482422,4931500
386,734511,5.449999809265137,4485000
387,734512,5.52400016784668,3359000
388,734513,5.645999908447266,3361500
389,734514,5.650000095367432,3646500
390,734515,4.558000087738037,27502000
391,734519,5.320000171661377,23258000
392,734520,5.361999988555908,6301000
393,734521,5.3520002365112305,6231500
394,734522,5.320000171661377,3311500
395,734525,5.354000091552734,2973000
396,734526,5.484000205993652,4290000
397,734527,5.593999862670898,3056000
398,734528,5.788000106811523,6355500
399,734529,5.866000175476074,3742000
400,734532,5.914000034332275,3645000
401,734533,5.814000129699707,4782000
402,734534,5.915999889373779,2616000
403,734535,6.050000190734863,4028500
404,734536,6.230000019073486,3822500
405,734539,6.360000133514404,3260500
406,734540,6.320000171661377,5108000
407,734541,6.386000156402588,3118500
408,734542,6.515999794006348,6385500
409,734543,6.21999979019165,9371000
410,734546,6.297999858856201,5789500
411,734547,6.633999824523926,9054000
412,734548,6.71999979019165,13809000
413,734549,6.835999965667725,11098500
414,734550,6.99399995803833,6883500
415,734554,6.900000095367432,5679000
416,734555,6.843999862670898,8273000
417,734556,6.906000137329102,4102000
418,734557,6.75,4799500
419,734560,6.723999977111816,3030000
420,734561,6.76200008392334,3061000
421,734562,6.682000160217285,2678500
422,734563,6.881999969482422,3517500
423,734564,6.808000087738037,2750000
424,734567,6.754000186920166,2335000
425,734568,6.622000217437744,2869000
426,734569,6.624000072479248,1824500
427,734570,6.613999843597412,3166500
428,734571,6.947999954223633,7767000
429,734574,7.202000141143799,9816500
430,734575,7.2179999351501465,5008000
431,734576,7.058000087738037,4257500
432,734577,7.0,2858000
433,734578,7.064000129699707,3646500
434,734581,6.995999813079834,5078000
435,734582,6.992000102996826,2835000
436,734583,7.03000020980835,3036000
437,734584,6.880000114440918,2612000
438,734585,6.815999984741211,5853000
439,734588,7.480000019073486,15702500
440,734589,7.5879998207092285,12696000
441,734590,7.570000171661377,4775000
442,734591,7.466000080108643,3982000
443,734592,7.447999954223633,4432000
444,734595,7.315999984741211,5143000
445,734596,7.6020002365112305,5490500
446,734597,7.0,22409000
447,734598,6.895999908447266,7547000
448,734602,6.630000114440918,8278500
449,734603,6.492000102996826,9238500
450,734604,6.618000030517578,5527500
451,734605,6.688000202178955,5169500
452,734606,6.7179999351501465,3248000
453,734609,6.449999809265137,5498000
454,734610,6.447999954223633,5577500
455,734611,6.5320000648498535,4115500
456,734612,6.631999969482422,3874500
457,734613,6.631999969482422,4109000
458,734616,6.388000011444092,4454000
459,734617,6.363999843597412,3372500
460,734618,6.581999778747559,3561000
461,734619,6.697999954223633,2126500
462,734620,6.668000221252441,2955000
463,734623,6.625999927520752,2069500
464,734624,6.75600004196167,3295000
465,734625,6.788000106811523,2486500
466,734626,6.492000102996826,4206500
467,734627,6.366000175476074,6237500
468,734630,6.49399995803833,5790000
469,734631,6.038000106811523,15486000
470,734632,6.01200008392334,9739500
471,734633,6.5920000076293945,27781500
472,734634,6.449999809265137,6106500
473,734637,6.01200008392334,6904500
474,734638,5.886000156402588,7928500
475,734639,5.835999965667725,6285500
476,734640,5.714000225067139,5745000
477,734641,5.51200008392334,8082500
478,734644,5.754000186920166,7376000
479,734645,6.159999847412109,11831000
480,734646,6.203999996185303,6102000
481,734647,6.056000232696533,5378000
482,734648,5.961999893188477,3785000
483,734652,6.3379998207092285,8250000
484,734653,6.081999778747559,6536000
485,734654,5.900000095367432,5593500
486,734655,5.630000114440918,4429000
487,734658,5.576000213623047,5154500
488,734659,5.581999778747559,3154500
489,734660,5.843999862670898,4549500
490,734661,5.785999774932861,2460500
491,734662,6.015999794006348,4405500
492,734665,5.823999881744385,3180000
493,734666,5.932000160217285,2845000
494,734667,5.953999996185303,4220500
495,734668,5.877999782562256,4361000
496,734669,5.98199987411499,3234000
497,734672,6.368000030517578,6284000
498,734673,6.418000221252441,4555500
499,734674,6.75600004196167,17112000
500,734675,6.438000202178955,9459500
501,734676,6.757999897003174,15233000
502,734679,6.622000217437744,7492500
503,734680,6.322000026702881,13069500
504,734681,6.392000198364258,5236000
505,734682,6.2820000648498535,4570500
506,734683,6.257999897003174,5629000
507,734686,6.079999923706055,6578000
508,734687,6.131999969482422,4735000
509,734689,6.245999813079834,6269000
510,734690,6.197999954223633,3922500
511,734693,6.297999858856201,4552500
512,734694,6.254000186920166,3792000
513,734695,6.302000045776367,3193000
514,734696,6.539999961853027,5628500
515,734697,6.849999904632568,6524000
516,734700,7.191999912261963,8720000
517,734701,6.670000076293945,12846500
518,734702,6.429999828338623,14409500
519,734703,6.453999996185303,7179500
520,734704,6.357999801635742,7842500
521,734707,6.131999969482422,6934000
522,734708,5.9679999351501465,7501500
523,734709,5.789999961853027,14211000
524,734710,5.625999927520752,11311500
525,734711,5.9019999504089355,8365000
526,734714,5.46999979019165,10326000
527,734715,5.484000205993652,7875500
528,734716,5.25,7961500
529,734717,5.21999979019165,6525500
530,734718,5.453999996185303,6047500
531,734721,5.6539998054504395,7641000
532,734722,6.050000190734863,11936000
533,734723,5.817999839782715,6544500
534,734724,5.881999969482422,3363000
535,734725,5.98799991607666,3537000
536,734728,6.234000205993652,4350500
537,734729,5.883999824523926,3967000
538,734730,5.880000114440918,2627000
539,734731,6.059999942779541,3345000
540,734732,6.001999855041504,2541000
541,734735,5.9019999504089355,5895500
542,734736,5.822000026702881,3808000
543,734737,5.989999771118164,3877500
544,734738,6.145999908447266,7355000
545,734739,5.900000095367432,7147000
546,734742,5.664000034332275,6752000
547,734743,5.73799991607666,7013500
548,734744,5.682000160217285,4194500
549,734745,5.682000160217285,3282000
550,734746,5.703999996185303,2699000
551,734750,5.627999782562256,3762500
552,734751,5.5879998207092285,3196500
553,734752,5.710000038146973,4208500
554,734753,5.869999885559082,4766000
555,734756,5.473999977111816,7416500
556,734757,5.559999942779541,5074500
557,734758,5.656000137329102,5726000
558,734759,5.895999908447266,7423500
559,734760,6.078000068664551,7683000
560,734763,6.507999897003174,16064000
561,734764,6.26800012588501,8942500
562,734765,6.210000038146973,5242500
563,734766,6.179999828338623,4562000
564,734767,6.004000186920166,9350000
565,734770,6.131999969482422,6509500
566,734771,5.5320000648498535,28402000
567,734772,5.507999897003174,7636000
568,734773,5.697999954223633,8793000
569,734774,5.855999946594238,21717000
570,734777,5.831999778747559,4422000
571,734778,5.960000038146973,3645000
572,734779,5.860000133514404,5264000
573,734780,5.880000114440918,7706500
574,734781,5.7779998779296875,4693000
575,734784,5.849999904632568,4448500
576,734785,5.673999786376953,5965000
577,734786,5.679999828338623,2518000
578,734787,5.664000034332275,2253000
579,734788,5.5279998779296875,4938000
580,734791,5.466000080108643,7343500
581,734792,5.611999988555908,2396500
582,734793,5.763999938964844,3340000
583,734794,5.607999801635742,3705000
584,734795,5.547999858856201,5137000
585,734798,5.570000171661377,2351000
586,734799,5.677999973297119,3745000
587,734800,5.484000205993652,5082000
588,734801,5.504000186920166,2888500
589,734802,5.47599983215332,2387000
590,734807,5.625999927520752,3876000
591,734808,5.849999904632568,5120500
592,734809,5.783999919891357,5151500
593,734812,6.300000190734863,10244500
594,734813,6.230000019073486,11620000
595,734814,6.308000087738037,8572500
596,734815,6.26200008392334,6370000
597,734816,6.064000129699707,4315000
598,734819,6.214000225067139,2779500
599,734820,6.322000026702881,4991500
600,734821,6.276000022888184,4356500
601,734822,6.164000034332275,4920000
602,734823,6.368000030517578,4543500
603,734826,6.584000110626221,6962000
604,734827,6.599999904632568,4612500
605,734828,6.49399995803833,4816000
606,734830,6.426000118255615,2151500
607,734833,6.453999996185303,2479000
608,734834,6.429999828338623,4554000
609,734835,6.645999908447266,7626000
610,734836,6.73799991607666,5517000
611,734837,6.763999938964844,7101500
612,734840,6.923999786376953,10428500
613,734841,6.78000020980835,6316500
614,734842,6.742000102996826,3307500
615,734843,6.78000020980835,3302000
616,734844,6.834000110626221,3322000
617,734847,6.914000034332275,4649000
618,734848,7.056000232696533,7863000
619,734849,7.052000045776367,10319000
620,734850,6.7220001220703125,10756500
621,734851,6.76200008392334,5115000
622,734854,6.880000114440918,4124500
623,734855,6.918000221252441,7769500
624,734856,6.921999931335449,6494000
625,734857,6.886000156402588,4606000
626,734858,6.800000190734863,7462000
627,734861,6.855999946594238,1879000
628,734863,6.7179999351501465,3007000
629,734864,6.73799991607666,2805500
630,734865,6.644000053405762,2070500
631,734868,6.77400016784668,2974500
632,734870,7.072000026702881,5974000
633,734871,6.953999996185303,3710000
634,734872,6.880000114440918,3370000
635,734875,6.868000030517578,2210000
636,734876,6.736000061035156,6420000
637,734877,6.728000164031982,3490000
638,734878,6.705999851226807,4612500
639,734879,6.581999778747559,7816000
640,734882,6.6519999504089355,4625500
641,734883,6.78000020980835,8121000
642,734884,6.820000171661377,6891000
643,734885,6.875999927520752,7183500
644,734886,6.9039998054504395,17775500
645,734890,7.038000106811523,9601000
646,734891,7.199999809265137,7821500
647,734892,7.3979997634887695,9852000
648,734893,7.395999908447266,6439000
649,734896,7.605999946594238,9930000
650,734897,7.590000152587891,7133000
651,734898,7.504000186920166,4840500
652,734899,7.501999855041504,4507000
653,734900,7.659999847412109,5503000
654,734903,7.547999858856201,5640000
655,734904,7.625999927520752,6551000
656,734905,7.834000110626221,9466000
657,734906,7.895999908447266,5983000
658,734907,7.8480000495910645,5699000
659,734910,7.684000015258789,16331500
660,734911,7.578000068664551,11306500
661,734912,7.690000057220459,4834000
662,734913,7.6539998054504395,4953500
663,734914,7.4079999923706055,10088000
664,734918,7.855999946594238,13507000
665,734919,7.708000183105469,15610000
666,734920,7.0320000648498535,45189000
667,734921,7.2220001220703125,12736500
668,734924,6.875999927520752,14447000
669,734925,6.886000156402588,13814500
670,734926,7.019999980926514,9796000
671,734927,6.966000080108643,9824500
672,734928,6.929999828338623,7733000
673,734931,7.116000175476074,8788500
674,734932,7.329999923706055,10435000
675,734933,7.538000106811523,5750000
676,734934,7.645999908447266,5791500
677,734935,7.693999767303467,4560500
678,734938,7.820000171661377,7897500
679,734939,7.823999881744385,6375500
680,734940,7.796000003814697,4110000
681,734941,7.369999885559082,10105000
682,734942,7.058000087738037,16398000
683,734945,7.03000020980835,6580500
684,734946,7.015999794006348,5492500
685,734947,7.190000057220459,7115000
686,734948,7.202000141143799,5731500
687,734949,7.323999881744385,2201000
688,734952,7.50600004196167,11894000
689,734953,7.572000026702881,9041000
690,734954,7.631999969482422,6481500
691,734955,7.578000068664551,5793500
692,734959,8.78600025177002,70492500
693,734960,8.868000030517578,33262000
694,734961,8.220000267028809,28218000
695,734962,8.402000427246094,11324000
696,734963,8.27400016784668,7762000
697,734966,8.366000175476074,8395000
698,734967,8.100000381469727,8480500
699,734968,8.371999740600586,10605500
700,734969,8.718000411987305,17237000
701,734970,8.75,15747000
702,734973,8.65999984741211,8407000
703,734974,9.118000030517578,15902000
704,734975,9.09000015258789,10592500
705,734976,9.394000053405762,16839500
706,734977,9.565999984741211,15058500
707,734980,10.038000106811523,19697000
708,734981,10.20199966430664,18669000
709,734982,10.086000442504883,13150000
710,734983,10.399999618530273,13979500
711,734984,10.239999771118164,18110500
712,734987,10.98799991607666,18198500
713,734988,10.79800033569336,27613000
714,734989,10.656000137329102,13714000
715,734990,10.821999549865723,15252000
716,734991,10.90999984741211,16893500
717,734994,11.899999618530273,21833500
718,734995,11.10200023651123,49955000
719,734996,11.157999992370605,33849500
720,734997,13.880000114440918,143025000
721,734998,15.35200023651123,125413000
722,735001,17.559999465942383,112084500
723,735002,16.648000717163086,185819500
724,735003,16.968000411987305,84393500
725,735004,18.450000762939453,108070000
726,735005,18.299999237060547,95011000
727,735008,17.988000869750977,41742000
728,735009,17.51799964904785,44991000
729,735010,17.447999954223633,42840000
730,735011,18.54599952697754,60111000
731,735012,19.416000366210938,80621000
732,735016,22.06599998474121,98459500
733,735017,20.926000595092773,125497500
734,735018,20.989999771118164,80668500
735,735019,19.552000045776367,75860000
736,735022,18.51799964904785,95698000
737,735023,18.968000411987305,44280500
738,735024,19.073999404907227,61124000
739,735025,19.469999313354492,47554500
740,735026,20.408000946044922,53558000
741,735029,20.010000228881836,46143000
742,735030,18.893999099731445,36970000
743,735031,19.54599952697754,45963500
744,735032,19.63599967956543,29808000
745,735033,20.059999465942383,32823500
746,735036,20.440000534057617,35331000
747,735037,20.67799949645996,43976500
748,735038,20.93600082397461,42894500
749,735039,20.1299991607666,50532500
750,735040,19.90999984741211,58593000
751,735043,20.29800033569336,35599000
752,735044,20.479999542236328,29243500
753,735045,21.143999099731445,33013000
754,735046,21.850000381469727,43724500
755,735047,21.472000122070312,28743000
756,735050,23.43600082397461,54518000
757,735051,23.56399917602539,60320500
758,735052,23.04800033569336,24033500
759,735054,24.01799964904785,34093500
760,735057,24.32200050354004,39071000
761,735058,24.690000534057617,43016500
762,735059,24.45400047302246,28000500
763,735060,25.121999740600586,37418000
764,735061,25.979999542236328,56720000
765,735064,25.45199966430664,49612000
766,735065,21.809999465942383,161859500
767,735066,24.049999237060547,130145000
768,735067,23.805999755859375,56990500
769,735068,23.93600082397461,29451500
770,735071,24.486000061035156,48989000
771,735072,24.54800033569336,38682000
772,735073,24.34000015258789,34345000
773,735074,24.81399917602539,26421500
774,735075,25.878000259399414,48165500
775,735078,26.923999786376953,48394500
776,735079,26.347999572753906,65635000
777,735080,26.856000900268555,31758500
778,735081,27.110000610351562,26618000
779,735082,27.600000381469727,31349500
780,735085,28.93600082397461,51003500
781,735086,28.43000030517578,46272500
782,735087,26.84600067138672,91061000
783,735088,30.695999145507812,136234000
784,735089,30.600000381469727,44638500
785,735092,29.47599983215332,74561000
786,735093,29.086000442504883,43744500
787,735094,27.871999740600586,58469000
788,735095,27.93400001525879,50896000
789,735096,28.399999618530273,35540500
790,735099,28.979999542236328,40188500
791,735100,29.916000366210938,32091000
792,735101,29.57200050354004,31331500
793,735102,31.420000076293945,52962000
794,735103,32.36800003051758,64659500
795,735106,32.84400177001953,120855500
796,735107,33.402000427246094,87834500
797,735108,33.290000915527344,73700500
798,735109,33.21200180053711,47180000
799,735110,33.79999923706055,55142000
800,735114,33.78799819946289,60305500
801,735115,34.124000549316406,57378500
802,735116,33.986000061035156,33426500
803,735117,33.39400100708008,43098500
804,735120,32.13999938964844,71722500
805,735121,33.27399826049805,44839000
806,735122,32.70399856567383,29162500
807,735123,32.986000061035156,30800000
808,735124,33.108001708984375,27006000
809,735127,33.316001892089844,37874500
810,735128,33.24599838256836,27484500
811,735129,33.24399948120117,27198500
812,735130,35.58399963378906,77973000
813,735131,36.678001403808594,67008500
814,735134,36.22200012207031,40867000
815,735135,36.465999603271484,31367000
816,735136,37.04800033569336,41263500
817,735137,37.72800064086914,33072000
818,735138,38.18000030517578,29582000
